"","SERIALNO","TRIWALES","POINT","ADDRESS","SOCDONE","INTDATE","STRTIME","FINTIME","INTLEN","INTLEN1","SINTLEN","WTFACTOR","POSTCODE","UACODE","UANAME","CONCODE","CONNAME","WARDCODE","WARDNAME","WELSHSPK","POPDEN","WREADPAP","WHPAPER1","WWHPAPF1","WWHPAPF2","WHPAPER2","WHPAPER3","WHTVFW01","WHTVFW02","WHTVFW03","WHTVFW04","WHTVFW05","WHTVFW06","WHTVFW07","WHTVFW08","WHTVFW09","WHTVFW10","WHTVFW11","BBC1WALE","BBC1OTHR","BBC2","HTVWALES","ITVOTHER","CHANNEL4","S4C","CHANNEL5","SKYNEWS","OTHCHANL","TVNEVER","TVRGNEWS","ELREGON","ELREGW2","POLLINGE","REGISTSR","REFSTUD","PTYTHNK","PTYCLS","IDSTRNG","PARTYID","VOTED","VOTECOD1","VOTECOD2","VOTECOD3","VOTECOD4","VOTECOD5","WHENDECD","VOTE","YVOTCLS","PTYPREF","OTHSPEC8","SCWBRGE","VOTESWC","VOTESWL","DFWNSCW","DFWNGE","COALITIN","COALITW","VOTESYST","CONFEEL","LABFEEL","LDFEEL","PCFEEL","MORGANFM","NATCAPAB","SNHSIESW","SNHSWHSW","EDSTIESW","EDSTWHSW","SLIVIESW","SLIVWHSW","TAXSPEND","BPRIORF1","BPRIORF2","ECPOLICY","EUROREF","GOVTWORK","LOSETCH","VOTEINTR","LOSTCHAM","COOPPAAS","COOPHOC","IMPGSCTP","IMPGWEAS","UKINTNAT","NATINNAT","SRSOCCL1","SRSOCCL2","SRSOCCL","NATCLASS","NATID","IDENT1","IDENT2","IDENT3","FLAGUJ","FLAGNAT","WALEPARL","WALEPAR2","WCONRFVW","WLABRFVW","WLDRFVW","WPCRFVW","VOTESYSW","WALSHIND","INDEPENT","DOESINFL","OUGHINFL","INFL10YR","OUDEFOOD","OUDEBUGR","OUDEBENF","LEAVEUK2","VOICEUK3","SAYINGV3","IMPRVED3","WNANHS","WNAECON2","PREAM","RTXSPD","NLBTXSPD","SWLTXSPD","PCTXSPD","CONTXSPD","LDTXSPD","SCDONE","WLLIVLAN","WELSHDIF","RWELSHSP","RSEX","RAGE","RAGECAT","RSEXAGE","NATIONU1","NATIONU2","NATIONU3","NATIONU4","NATIONU5","NATIONU6","NATIONU7","NATIONU8","NATIONU9","BNATIONU","BESTNATU","RACEORI2","RELIGION","RELIGSUM","FAMRELIG","RLFAMSUM","CHATTEND","RBORN2","RLIVELS2","LIVWASC2","LIVEAREA","TENURE","TENURE2","TENURE5","MARSTAT2","MARSTAT","MARRIED","RECONACT","SECONACT","R2LASTJB","JOB","MAKEDO","TRAIN","R2EMPLYE","R2SUPMN2","R2OCSEC2","R2EMPWRK","EMPMAKE","R2JBHRSI","R2JBHRCL","R2PARTFI","R2ECONPS","R2SEGGP2","R2SOCCL2","INFO","SOC","R2SOC","R2SOC2","RINDEXNO","RES2000","RNSSEC","RSECFLAG","RSEG","RSC","RSOCSTAT","SOC2000","XSOC2000","INDEXNO","ES2000","NSSEC","SECFLAG","SEG5","SC","SOC90","SOCSTATU","ASOC90","R2EMPSTA","R2SIC92","R2SICGP","R2MINGRP","R2SMAJGP","R2MAJGRP","R2SEG2","R2SEG","R2SEGGRP","R2SOCCLS","R2RGCLAS","R2GHCLAS","R2GHGRP","OEMPSTAT","P2LASTJB","JOB2","MAKEDO2","TRAIN2","P2EMPLYE","P2SUPMN2","P2OCSEC2","P2EMPWRK","EMPMAKE2","P2JBHRSI","P2JBHRCL","P2PARTFI","P2ECONPS","P2SEGGP2","P2SOCCL2","INFO2","P2SOC","P2SOC2","P2SOC3","PINDEXNO","PES2000","PNSSEC","PSECFLAG","PSEG","PSC","PSOCSTAT","P2EMPSTA","P2SIC92","P2SICGP","P2MINGRP","P2SMAJGP","P2MAJGRP","P2SEG2","P2SEG","P2SEGGRP","P2SOCCLS","P2RGCLAS","P2GHCLAS","P2GHGRP","OEMPSTA2","UNIONSA2","UNIONSA","MAININC","HHINCOME","SCHQUAL","SCHQFW1","SCHQFW2","SCHQFW3","SCHQFW4","EDQUAL1","EDQUAL2","EDQUAL3","EDQUAL4","PSCHQUAL","PSCHQF01","PSCHQF02","PSCHQF03","PSCHQF04","PSCHQF05","PSCHQF06","PSCHQF07","PSCHQF08","PSCHQF09","PSCHQF10","PSCHQF11","PSCHQF12","PSCHQF13","PSCHQF14","PSCHQF15","PSCHQF16","PSCHQF17","PSCHQF18","PSCHQF19","EDQUAL6","EDQUAL10","EDQUAL11","EDQUAL12","EDQUAL13","EDQUAL14","EDQUAL15","EDQUAL16","EDQUAL17","EDQUAL18","EDQUAL19","EDQUAL20","EDQUAL21","EDQUAL22","EDQUAL23","EDQUAL24","EDQUAL25","EDQUAL26","EDQUAL27","HEDQUAL","INTERNT","WWWUSE","VOTE97","REFVOTEW","VOTSW99C","VOTSW99L","PHONE","PHONEBCK","STABLE","DATEINTD","DATEINTM","DATEINTY","SELFCOMP","INTNO","OUTCOME","UNOUT","TNC","LANGINT","DUNO","DUSEL","PERSNO","PERSSEL","CARDNO01","INTERV01","BATCH01","LANGUAGE","FAIRSHAR","RICHLAW","TUNTNEED","PRIVENT","PUBLCOWN","GOVRESP1","NLBINTWC","NLBINTMC","NLBINTEN","NLBINTSW","NLBINTWL","SWLINTWC","SWLINTMC","SWLINTEN","SWLINTSW","SWLINTWL","NATINTWC","NATINTMC","NATINTEN","NATINTSW","NATINTWL","CONINTWC","CONINTMC","CONINTEN","CONINTSW","CONINTWL","LDWINTWC","LDWINTMC","LDWINTEN","LDWINTSW","LDWINTWL","MAIN","SC2","LEFTRIGH","CONSTPRE","TRIIDS"
"11",115,0,1,15,1,"14062001","12:39:06","13:21:33",42,42,42,0.5564,"LL65","NA","Isle of Anglesey",569,"YNYS MON CO CONST & ACONST","NAMQ","Holyhead Town",47.9089748199817,279.5242662,1,11,0,0,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,5,NA,2,5,2,3,97,NA,NA,NA,NA,NA,NA,NA,"",NA,5,5,4,4,2,2,1,3,4,4,2,8,2,4,8,5,3,8,NA,3,2,3,8,1,4,8,1,2,2,2,8,3,3,3,4,1,3,2,3,6,17,98,3,3,3,4,8,8,8,8,1,2,3,2,2,8,3,3,3,8,1,3,3,3,3,1,4,98,98,98,98,98,1,1,2,1,2,93,7,15,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,1,3,1,3,7,2,1,NA,45,9,4,10,6,5,4,9,-1,5,"School teacher","Teach in senior school","Teachers training Deg.",1,3,3,3,"Education",40,4,1,9,2,2,NA,233,233,"2.3.1.4",NA,7,4.1,0,5.1,2,0,"2.3.1.4",2314,NA,7,4.1,0,5.1,2,233,0,NA,9,80,13,23,5,2,7,5,3,2,2,2,1,1,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,-1,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,NA,2,97,1,2,NA,NA,NA,"","","","",1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",1,2,2,5,1,5,5,1,1,3,NA,NA,NA,61,554,51,NA,1,1,1,NA,1,NA,1,554,1118,1,2,3,3,2,3,4,1,2,2,2,1,1,2,2,2,1,1,1,2,1,1,2,1,1,1,2,8,8,8,8,8,1,1,3.5,3,2
"12",117,0,1,17,1,"28062001","14:05:39","14:34:15",29,29,29,1.1128,"LL65","NA","Isle of Anglesey",569,"YNYS MON CO CONST & ACONST","NANP","Trearddur",47.9089748199817,279.5242662,1,5,4,11,NA,NA,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,1,1,98,5,3,5,2,11,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,NA,3,1,1,1,2,3,3,3,3,2,1,2,1,8,NA,2,1,2,2,3,1,2,2,2,2,2,4,4,3,3,3,2,2,-1,2,8,5,1,21,14,3,3,2,3,8,4,8,8,2,1,2,2,1,1,2,2,2,1,3,3,3,3,3,1,6,6,6,98,6,6,1,3,2,2,1,25,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,0,5,0,5,-1,2,2,23,23,3,2,3,2,2,1,3,3,-1,"Aircraft engineer","Aircraft maintenance","ONC engineering",1,3,1,5,"Aircraft Maintenance",37,4,1,1,4,4,NA,516,516,"5.2.2.3",7028,7,11.1,0,9,3.2,0,"5.2.2.3",5223,7028,7,11.1,0,9,3.2,516,0,NA,9,35,4,51,13,5,12,9,5,3,4,9,5,1,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,5,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,NA,1,6,1,2,NA,NA,NA,"","","","",1,8,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",3,1,1,0,0,0,NA,1,1,1,NA,NA,NA,61,554,51,NA,5,1,1,NA,2,1,1,554,2522,1,3,1,4,5,2,4,2,3,3,2,3,2,3,3,2,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,1,1,2.16666666666667,4,3
"13",118,0,1,18,1,"14072001","15:27:37","15:49:27",22,22,22,0.5564,"LL65","NA","Isle of Anglesey",569,"YNYS MON CO CONST & ACONST","NANP","Trearddur",47.9089748199817,279.5242662,2,-1,-1,-1,NA,NA,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,1,1,0,0,NA,0,2,6,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,NA,5,5,1,1,2,3,3,3,3,8,8,5,8,8,NA,3,1,3,1,3,1,2,4,1,1,1,8,8,3,3,8,8,4,2,3,8,5,4,98,NA,3,3,5,4,5,4,8,8,1,3,8,2,2,2,2,2,2,8,3,3,3,3,3,1,4,98,98,98,98,98,1,3,3,3,1,42,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,0,5,3,1,7,4,4,10,2,11,5,12,6,5,4,3,-1,-1,"Plumber heating engineer","Plumbing and central heating installer","4 Year app",2,-3,-3,-3,"Plumbing & heating engineering",40,4,1,3,4,4,NA,532,532,"5.3.1.4",7275,3,9.1,0,12,3.2,0,"5.3.1.4",5314,7275,3,9.1,0,12,3.2,532,0,NA,3,45,6,53,14,5,15,12,5,3,4,6,3,3,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,-1,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,NA,1,97,1,2,NA,NA,NA,"","","","",1,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",3,1,2,0,0,0,NA,1,1,3,NA,NA,NA,61,554,51,NA,7,1,1,NA,1,NA,1,554,2273,1,4,2,3,4,2,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,2.33333333333333,1,3
"14",119,0,1,19,1,"14062001","13:53:20","14:26:11",33,33,33,0.5564,"LL65","NA","Isle of Anglesey",569,"YNYS MON CO CONST & ACONST","NANE","Maeshyfryd",47.9089748199817,279.5242662,1,2,0,0,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,"",3,1,1,1,1,1,2,2,1,4,4,5,3,1,3,1,3,8,1,2,3,3,1,3,2,3,2,1,2,3,3,2,3,4,4,1,-1,1,1,3,14,21,15,1,2,4,5,5,4,3,1,2,3,4,2,2,2,2,2,3,3,3,3,3,3,3,1,1,4,3,3,2,5,1,2,4,1,2,78,7,15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,3,1,3,1,7,2,1,NA,78,3,2,3,5,4,3,9,-1,4,"Turf accounts cashier","Cashier","o Levels maths",1,3,1,1,"Turf accountant",30,4,1,9,3,3,NA,411,411,"4.1.2.3",NA,7,7.1,0,6,3.1,0,"4.1.2.3",4123,NA,7,7.1,0,6,3.1,411,0,NA,9,92,15,41,10,4,9,6,4,3,3,3,2,1,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,-1,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,NA,3,3,1,1,NA,NA,NA,"","","","",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",5,2,2,1,2,1,1,1,1,1,NA,NA,NA,61,554,51,NA,1,1,1,NA,1,NA,1,554,1117,1,3,3,4,2,3,1,2,1,2,1,1,2,2,2,1,1,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.66666666666667,2,2
"15",201,0,2,1,1,"14072001","13:20:16","14:03:58",43,43,43,0.5564,"LL64","NA","Isle of Anglesey",569,"YNYS MON CO CONST & ACONST","NANM","Rhosneigr",55.3192176700046,86.1621103400091,2,-1,-1,-1,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,1,NA,2,1,1,NA,NA,NA,NA,NA,1,1,1,NA,"",2,1,1,2,1,8,1,2,1,2,4,3,4,1,3,1,4,1,2,1,2,1,3,2,8,2,1,2,1,3,4,3,3,3,3,4,1,3,1,5,3,21,4,1,1,5,4,5,4,8,3,1,2,4,2,2,2,2,2,2,3,3,3,3,3,3,1,3,2,2,6,6,1,1,3,2,3,2,79,7,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,9,3,1,3,1,7,4,2,21,15,1,1,1,5,4,3,3,-1,-1,"Yoga Teacher","Teach Yoga","Training in Yoga",1,3,3,1,"Sports centre",20,2,2,2,2,2,NA,239,239,"2.3.1.9",23814,7,7.3,0,5.1,2,1,"2.3.1.9",2319,23814,7,7.3,0,5.1,2,239,1,NA,9,92,15,23,5,2,7,5,3,2,2,2,1,1,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,-1,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,NA,1,3,1,2,NA,NA,NA,"","","","",1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",2,2,2,1,0,1,1,1,1,1,NA,NA,NA,61,554,51,NA,3,1,1,NA,1,NA,1,554,2275,1,3,2,3,2,4,2,2,3,2,2,2,2,3,2,2,2,8,8,8,8,8,2,2,2,2,2,2,2,2,2,2,1,1,3,1,3
"16",202,0,2,2,1,"23062001","15:31:10","15:52:18",21,21,21,0.5564,"LL65","NA","Isle of Anglesey",569,"YNYS MON CO CONST & ACONST","NANS","Valley",55.3192176700046,86.1621103400091,1,3,0,0,NA,NA,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,1,1,0,1,3,1,2,10,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,NA,4,4,2,2,1,2,4,4,4,4,3,5,1,5,1,5,1,2,3,1,1,2,4,2,2,2,4,3,3,3,4,4,1,-1,1,1,3,3,19,17,1,3,5,4,5,4,3,3,1,2,8,2,2,2,3,3,3,3,3,3,3,3,3,1,6,2,2,3,11,1,1,4,4,1,1,75,7,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,5,3,5,3,4,2,1,NA,0,1,1,1,4,3,2,9,-1,3,"Electronic engineering","Management","Served app",1,1,1,4,"Eletrical switchgear",35,4,1,9,8,8,NA,213,213,"5.2.4.9",7212,6,6,0,8,3.2,0,"5.2.4.9",5249,7212,6,6,0,8,3.2,213,0,NA,8,31,4,21,3,2,20,17,9,9,9,99,9,7,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,-1,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,NA,2,97,2,NA,NA,NA,NA,"","","","",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",5,2,2,1,2,1,1,2,NA,3,NA,NA,NA,61,554,51,NA,1,1,1,NA,1,NA,1,554,2697,1,1,5,1,1,4,1,3,3,3,3,3,3,3,3,3,3,3,3,4,2,1,1,1,1,1,1,4,4,4,4,4,1,1,4.16666666666667,1,2
"17",204,0,2,4,1,"26062001","15:35:21","16:18:38",43,43,43,1.1128,"LL64","NA","Isle of Anglesey",569,"YNYS MON CO CONST & ACONST","NANM","Rhosneigr",55.3192176700046,86.1621103400091,2,-1,-1,-1,NA,NA,6,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,2,NA,3,2,1,NA,NA,NA,NA,NA,2,2,2,NA,"",2,0,NA,4,3,1,1,2,3,3,3,3,2,1,2,1,2,1,4,1,2,3,4,2,2,2,3,2,3,3,4,4,3,3,2,4,2,3,8,1,28,8,14,3,2,5,4,8,8,8,8,2,2,4,2,3,1,2,8,2,2,3,3,3,3,3,1,6,1,1,98,11,6,1,3,4,2,1,31,2,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,0,5,0,5,-1,2,1,NA,8,2,1,2,1,1,1,3,10,-1,"maintenance electrician","Repair breakdowns fault finding ordering","ONC electronic engineering",1,2,1,4,"Poulty processing",45,4,1,1,4,4,NA,521,521,"5.2.4.1",7197,6,10,0,8,3.2,0,"5.2.4.1",5241,7197,6,10,0,8,3.2,521,0,NA,8,15,4,52,13,5,11,8,5,3,4,8,4,2,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,8,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,NA,1,11,1,2,NA,NA,NA,"","","","",1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",3,1,1,0,0,0,NA,1,1,1,NA,NA,NA,61,554,51,NA,3,1,1,NA,2,1,1,584,2520,1,3,3,5,2,5,5,2,2,2,2,2,1,2,2,1,2,2,2,3,1,1,2,2,2,2,2,8,8,8,8,8,1,1,3.5,1,1
"18",206,0,2,6,1,"25062001","14:37:18","15:07:08",30,30,30,0.5564,"LL65","NA","Isle of Anglesey",569,"YNYS MON CO CONST & ACONST","NAMY","Llanfair-yn-Neubwll",55.3192176700046,86.1621103400091,1,11,0,0,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,5,NA,2,5,1,NA,NA,NA,NA,NA,1,5,1,NA,"",2,5,5,4,4,1,1,2,3,3,3,2,2,3,5,1,4,1,4,1,3,1,2,8,8,2,1,1,1,2,3,8,3,2,2,4,2,3,2,1,3,1,6,3,3,4,3,5,4,8,3,1,2,4,2,2,1,4,3,3,3,3,3,3,3,3,1,1,98,98,98,98,98,1,3,4,1,2,79,7,15,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,3,1,3,1,1,2,1,NA,79,2,1,2,5,4,3,10,-1,5,"Shop assistant","serve customers","none",1,3,1,1,"General store",48,4,1,8,3,3,NA,720,720,"7.1.1.1",1487,7,12.1,0,6,3.1,0,"7.1.1.1",7111,1487,7,12.1,0,6,3.1,720,0,NA,9,52,7,72,18,7,9,6,4,3,3,4,2,1,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,-1,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,NA,3,97,2,NA,NA,NA,NA,"","","","",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",7,2,2,5,0,5,5,1,1,1,NA,NA,NA,61,554,51,NA,1,1,1,NA,1,NA,1,554,2699,1,4,4,4,8,9,1,3,1,1,3,3,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2.6,2,1
"19",207,0,2,7,1,"05072001","09:57:04","10:20:45",23,23,23,1.6692,"LL63","NA","Isle of Anglesey",569,"YNYS MON CO CONST & ACONST","NAMA","Aberffraw",55.3192176700046,86.1621103400091,2,-1,-1,-1,NA,NA,1,2,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,2,NA,3,2,1,NA,NA,NA,NA,NA,4,2,2,NA,"",3,2,2,3,2,2,2,1,3,2,4,3,2,2,3,2,3,2,2,2,2,1,4,3,2,2,2,2,2,3,3,2,2,3,2,4,2,3,2,2,19,6,4,3,1,3,4,5,4,4,1,1,3,4,2,3,2,2,4,2,1,3,3,3,3,3,1,5,5,4,5,6,7,1,1,4,1,1,18,1,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,0,5,0,5,-1,2,1,NA,18,2,1,2,6,5,4,3,-1,-1,"Sales assistant","Serve the public","none",1,3,1,1,"Clothing retail",16,2,2,2,3,3,NA,720,720,"7.1.1.1",1433,7,12.1,0,6,3.1,0,"7.1.1.1",7111,1433,7,12.1,0,6,3.1,720,0,NA,9,52,7,72,18,7,9,6,4,3,3,4,2,1,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,-1,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,NA,1,18,1,1,2,NA,NA,"","","","",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",4,2,1,0,0,0,NA,1,1,2,NA,NA,NA,61,554,51,NA,3,1,1,NA,3,3,1,554,2248,1,2,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,2,2,2,2,2,2,2,2,2,2,1,1,3,3,1
"20",208,0,2,8,1,"25062001","12:41:23","13:19:46",38,38,38,1.1128,"LL63","NA","Isle of Anglesey",569,"YNYS MON CO CONST & ACONST","NAMA","Aberffraw",55.3192176700046,86.1621103400091,2,-1,-1,-1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,1,1,2,NA,1,2,1,NA,NA,NA,NA,NA,1,2,2,NA,"",2,2,2,2,2,2,2,1,5,1,3,3,8,8,5,1,5,2,5,1,3,2,3,3,8,3,3,2,3,8,3,3,3,2,3,2,-1,2,2,4,24,8,17,2,3,4,3,5,4,8,8,1,2,4,2,3,2,2,2,2,8,3,3,3,3,3,1,6,3,3,98,11,6,1,2,4,3,1,62,6,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,9,0,5,2,2,7,2,2,26,26,2,1,2,1,1,1,8,3,-2,"-2,skp,ask partner","-2,skp,ask partner","-2,skp,ask partner",-2,-2,-2,-2,"-2,skp,ask partner",-2,-2,-2,11,-2,-2,NA,-2,-2,"-2,skp,",NA,-2,-2,-2,-2,-2,-2,"9.2.2.2",9222,19999,7,13.1,0,10,4,951,0,NA,NA,-2,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,-1,"Receiptionist Night porter","Night security at receiption desk","none",1,3,3,5,"RAF officiers Mess",39,4,1,1,5,5,NA,951,951,"9.2.2.2",19999,7,13.1,0,10,4,0,9,75,12,95,22,9,13,10,6,4,5,10,5,1,1,NA,1,8,2,NA,NA,NA,NA,"","","","",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",7,2,2,2,8,2,2,1,1,2,NA,NA,NA,61,554,51,NA,1,1,1,NA,2,1,1,554,2698,1,4,4,5,2,1,3,3,3,3,3,3,3,3,3,3,3,8,8,8,8,8,3,3,3,3,3,8,8,8,8,8,1,1,2.5,2,3
"21",209,0,2,9,1,"23072001","18:07:44","18:42:19",35,35,35,1.1128,"LL65","NA","Isle of Anglesey",569,"YNYS MON CO CONST & ACONST","NAME","Bodffordd",55.3192176700046,86.1621103400091,2,-1,-1,-1,NA,NA,7,1,3,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,5,NA,2,5,1,NA,NA,NA,NA,NA,1,5,1,NA,"",1,5,5,1,1,2,2,2,3,3,3,2,2,2,2,1,3,1,4,1,3,3,1,8,8,3,2,2,2,3,3,3,3,3,3,4,2,3,8,1,8,14,6,3,1,3,4,4,4,8,8,1,3,3,2,1,1,2,4,4,3,3,3,3,3,3,1,4,8,8,8,5,4,1,1,3,1,1,56,5,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,8,3,8,3,7,2,1,NA,30,1,1,1,1,1,1,3,3,-1,"Building inspector","Maintanence of buildings","HNC Building",1,2,3,5,"Local government",37,4,1,1,8,8,NA,311,311,"3.1.2.3",11203,6,4.1,0,5.1,2,0,"3.1.2.3",3123,11203,6,4.1,0,5.1,2,311,0,NA,8,45,6,31,7,3,20,17,9,9,9,99,9,2,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,5,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,NA,1,11,1,2,NA,NA,NA,"","","","",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",4,1,1,5,1,5,5,1,1,1,NA,NA,NA,61,554,51,NA,5,1,1,NA,2,2,1,554,2132,1,4,2,4,4,3,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,2,2,2,2,2,1,1,2.5,3,1
